event_id,event_ts,device_id,site_id,temperature_c,battery_pct,signal_strength,alert_flag,alert_type
EVT_0005584,2024-01-08 07:38:19,DEV_0095,SITE_11,18.08,,-41.3,False,
EVT_0010831,2024-01-10 20:57:30,DEV_0155,SITE_12,15.98,65.4,-54.8,False,
EVT_0003654,2024-01-08 07:55:36,DEV_0133,SITE_01,18.33,55.2,-66.5,False,
EVT_0010795,2024-01-09 06:49:50,DEV_0083,SITE_15,30.88,84.4,-64.1,False,
EVT_0008171,2024-01-08 09:02:42,DEV_0137,SITE_12,23.06,77.2,-81.3,False,
EVT_0001129,2024-01-12 17:49:42,DEV_0054,SITE_07,18.02,51.2,-85.3,False,
EVT_0007589,2024-01-08 08:06:36,DEV_0016,SITE_03,29.39,85.8,-83.5,False,
EVT_0002332,2024-01-08 18:26:14,DEV_0189,SITE_07,30.85,74.9,-71.6,False,
EVT_0002209,2024-01-14 10:05:34,DEV_0007,SITE_03,27.33,19.0,-67.6,False,
EVT_0007507,2024-01-08 03:03:09,DEV_0069,SITE_14,15.84,74.9,-53.5,False,
EVT_0010854,2024-01-10 22:17:45,DEV_0047,SITE_07,22.32,67.3,-53.9,False,
EVT_0008741,2024-01-13 15:05:19,DEV_0031,SITE_02,15.92,44.5,-43.6,False,
EVT_0003154,2024-01-14 14:31:55,DEV_0025,SITE_13,18.0,21.0,-61.3,False,
EVT_0010689,2024-01-09 21:48:22,DEV_0168,SITE_08,39.34,54.7,-76.1,False,
EVT_0009563,2024-01-12 00:08:46,DEV_0075,SITE_05,21.96,32.1,-83.1,False,
EVT_0008705,2024-01-13 05:51:54,DEV_0058,SITE_03,15.02,76.5,-99.4,False,
EVT_0011718,2024-01-10 10:28:27,DEV_0124,SITE_13,43.56,57.5,-66.8,True,battery_low
EVT_0004991,2024-01-10 05:31:08,DEV_0070,SITE_03,15.1,100.0,-33.4,False,
EVT_0002375,2024-01-14 18:11:03,DEV_0045,SITE_15,17.05,50.1,0.0,False,
EVT_0001633,2024-01-13 06:48:10,DEV_0145,SITE_04,31.77,73.0,-79.9,False,
EVT_0007793,2024-01-12 22:42:27,DEV_0049,SITE_09,22.64,31.0,-41.2,False,
EVT_0002299,2024-01-08 00:26:19,DEV_0190,SITE_01,35.77,32.5,-38.6,False,
EVT_0007529,2024-01-11 03:50:01,DEV_0145,SITE_04,30.49,9.9,-51.8,False,
EVT_0004253,2024-01-10 05:45:56,DEV_0124,SITE_13,44.67,7.6,-68.0,False,
EVT_0005844,2024-01-10 01:02:30,DEV_0118,SITE_02,19.98,93.5,-76.7,False,
EVT_0002722,2024-01-13 14:03:10,DEV_0082,SITE_13,18.69,,-63.3,False,
EVT_0009318,2024-01-11 22:22:55,DEV_0150,SITE_12,34.54,57.2,0.0,False,
EVT_0007384,2024-01-10 01:38:45,DEV_0072,SITE_06,35.13,21.6,-54.3,False,
EVT_0006267,2024-01-14 20:39:56,DEV_0076,SITE_09,26.75,73.6,-55.5,False,
EVT_0001737,2024-01-08 11:30:32,DEV_0022,SITE_12,33.43,21.1,-30.5,False,
EVT_0006560,2024-01-14 02:02:44,DEV_0094,SITE_09,30.05,21.0,-66.6,False,
EVT_0009051,2024-01-08 23:16:37,DEV_0151,SITE_12,18.23,62.8,-92.1,False,
EVT_0011413,2024-01-11 06:12:33,DEV_0190,SITE_01,39.22,23.2,-60.7,False,
EVT_0006026,2024-01-09 22:37:04,DEV_0082,SITE_13,24.51,53.5,-72.4,False,
EVT_0005095,2024-01-10 08:22:12,DEV_0125,SITE_10,30.9,97.7,-86.7,False,
EVT_0007999,2024-01-09 00:15:57,DEV_0032,SITE_03,44.15,,-92.5,True,offline
EVT_0008455,2024-01-12 00:51:15,DEV_0094,SITE_09,35.75,47.2,-64.0,False,
EVT_0008072,2024-01-11 15:33:44,DEV_0136,SITE_01,43.24,73.0,-80.7,False,
EVT_0008232,2024-01-08 21:15:50,DEV_0185,SITE_08,19.09,31.8,-92.6,False,
EVT_0009914,2024-01-13 17:59:33,DEV_0177,SITE_03,22.58,29.1,-74.3,False,
EVT_0002551,2024-01-14 16:12:39,DEV_0187,SITE_05,24.75,62.4,-50.9,False,
EVT_0006324,2024-01-09 12:19:22,DEV_0099,SITE_15,30.2,19.2,-64.6,False,
EVT_0009426,2024-01-08 17:58:24,DEV_0166,SITE_05,41.21,9.0,-49.9,False,
EVT_0000939,2024-01-09 02:43:35,DEV_0033,SITE_15,20.21,24.4,-70.2,False,
EVT_0010774,2024-01-09 20:30:31,DEV_0003,SITE_07,33.12,17.0,-30.8,False,
EVT_0010810,2024-01-12 22:35:22,DEV_0023,SITE_07,16.13,81.9,-63.4,False,
EVT_0011588,2024-01-13 20:46:26,DEV_0155,SITE_12,26.78,19.1,-90.7,False,
EVT_0011861,2024-01-11 13:44:27,DEV_0160,SITE_03,44.53,72.1,-66.8,False,
EVT_0004853,2024-01-09 14:23:50,DEV_0155,SITE_12,19.34,65.6,-51.3,False,
EVT_0002645,2024-01-11 05:03:32,DEV_0173,SITE_12,23.42,41.2,-55.1,False,
EVT_0010661,2024-01-12 00:06:05,DEV_0118,SITE_02,27.56,24.6,-84.7,False,
EVT_0003166,2024-01-14 06:42:04,DEV_0077,SITE_12,31.16,24.8,-34.3,False,
EVT_0003640,2024-01-13 03:35:00,DEV_0174,SITE_04,41.91,74.1,-42.7,False,
EVT_0005070,2024-01-08 14:50:12,DEV_0120,SITE_13,34.06,83.0,-67.1,False,
EVT_0006311,2024-01-14 12:13:00,DEV_0110,SITE_14,31.6,68.4,-38.8,False,
EVT_0007947,2024-01-11 12:52:30,DEV_0147,SITE_06,16.34,54.0,-97.3,False,
EVT_0002062,2024-01-13 18:13:57,DEV_0028,SITE_09,32.66,52.0,-86.3,False,
EVT_0004646,2024-01-12 15:49:59,DEV_0073,SITE_05,39.21,98.2,999.0,False,
EVT_0007377,2024-01-08 19:57:30,DEV_0024,SITE_02,36.2,10.1,-94.4,False,
EVT_0002813,2024-01-11 14:50:45,DEV_0110,SITE_14,39.43,63.2,-46.9,True,temp_high
EVT_0011443,2024-01-13 22:24:11,DEV_0124,SITE_13,27.12,91.0,-46.3,False,
EVT_0010535,2024-01-13 05:08:44,DEV_0046,SITE_04,35.19,92.7,-86.9,False,
EVT_0011791,2024-01-09 06:43:25,DEV_0180,SITE_15,35.83,62.3,-59.3,False,
EVT_0010964,2024-01-08 01:03:33,DEV_0124,SITE_13,34.49,93.5,-68.7,True,offline
EVT_0002550,2024-01-14 19:56:00,DEV_0057,SITE_08,15.98,29.7,-75.5,False,
EVT_0008608,2024-01-08 04:41:24,DEV_0181,SITE_02,32.38,34.4,-79.6,False,
EVT_0007225,2024-01-13 11:30:58,DEV_0148,SITE_05,34.24,79.6,-34.0,True,motion_detected
EVT_0006413,2024-01-12 16:53:07,DEV_0175,SITE_15,23.83,18.6,-33.8,False,
EVT_0008813,2024-01-13 05:14:28,DEV_0083,SITE_15,36.58,32.6,-72.2,False,
EVT_0004175,2024-01-08 19:49:15,DEV_0195,SITE_15,44.62,15.0,-53.2,False,
EVT_0008893,2024-01-09 05:21:32,DEV_0148,SITE_05,31.28,,999.0,False,
EVT_0010680,2024-01-12 19:03:30,DEV_0060,SITE_10,22.27,22.2,-99.7,False,
EVT_0001025,2024-01-13 07:44:35,DEV_0028,SITE_09,34.69,76.0,0.0,False,
EVT_0004849,2024-01-12 06:59:47,DEV_0029,SITE_07,23.28,58.5,-93.4,False,
EVT_0005999,2024-01-10 03:52:30,DEV_0135,SITE_03,29.92,26.4,-53.9,True,battery_low
EVT_0008078,2024-01-13 18:39:24,DEV_0029,SITE_07,25.42,71.3,-999.0,False,
EVT_0001952,2024-01-11 11:51:37,DEV_0095,SITE_11,21.27,81.5,-62.0,False,
EVT_0007449,2024-01-11 11:58:08,DEV_0134,SITE_02,24.97,90.2,-87.3,False,
EVT_0000352,2024-01-09 09:45:30,DEV_0110,SITE_14,17.85,,-53.6,False,
EVT_0009736,2024-01-12 15:42:08,DEV_0126,SITE_01,42.29,39.9,-44.2,True,temp_high
EVT_0007226,2024-01-08 08:53:29,DEV_0001,SITE_11,22.58,91.2,-70.8,True,temp_high
EVT_0005481,2024-01-09 17:01:13,DEV_0057,SITE_08,21.71,51.7,-58.6,False,
EVT_0009579,2024-01-12 08:20:01,DEV_0154,SITE_09,20.61,40.7,-34.4,False,
EVT_0004798,2024-01-14 06:15:49,DEV_0196,SITE_03,42.87,55.9,-53.3,False,
EVT_0005815,2024-01-09 13:23:38,DEV_0117,SITE_04,22.2,35.6,-35.4,True,temp_high
EVT_0003663,2024-01-12 07:00:16,DEV_0060,SITE_10,27.99,54.7,0.0,False,
EVT_0007513,2024-01-10 10:38:04,DEV_0006,SITE_13,43.96,18.9,-67.2,False,
EVT_0004658,2024-01-11 20:36:48,DEV_0045,SITE_15,31.84,28.4,-97.6,False,
EVT_0005891,2024-01-09 21:14:36,DEV_0108,SITE_14,27.89,30.8,-89.6,True,motion_detected
EVT_0003151,2024-01-13 19:17:28,DEV_0008,SITE_02,35.77,97.6,-87.4,True,temp_high
EVT_0007136,2024-01-14 15:07:30,DEV_0034,SITE_02,26.27,20.1,-37.2,False,
EVT_0008690,2024-01-11 09:53:18,DEV_0172,SITE_12,28.56,99.4,-75.1,False,
EVT_0004814,2024-01-11 00:10:20,DEV_0180,SITE_15,35.14,29.7,-36.5,True,battery_low
EVT_0007061,2024-01-10 04:15:50,DEV_0166,SITE_05,22.66,96.5,-74.9,True,battery_low
EVT_0008604,2024-01-10 23:26:24,DEV_0172,SITE_12,35.71,27.3,-61.7,False,
EVT_0005144,2024-01-13 12:21:31,DEV_0121,SITE_06,18.88,73.3,-66.3,False,
EVT_0002940,2024-01-12 18:16:05,DEV_0112,SITE_15,20.51,13.6,-66.0,False,
EVT_0004511,2024-01-14 20:22:12,DEV_0054,SITE_07,35.91,39.6,-58.6,False,
EVT_0001341,2024-01-14 15:15:37,DEV_0120,SITE_13,20.58,71.0,-66.8,True,motion_detected
EVT_0011430,2024-01-12 14:54:26,DEV_0142,SITE_06,22.6,88.9,-82.5,False,
EVT_0001392,2024-01-09 08:33:32,DEV_0149,SITE_05,36.66,18.5,-66.2,False,
EVT_0008889,2024-01-09 11:26:03,DEV_0105,SITE_08,28.95,,-69.5,False,
EVT_0009025,2024-01-11 00:46:36,DEV_0001,SITE_11,33.31,10.2,-59.9,False,
EVT_0008547,2024-01-13 06:24:36,DEV_0194,SITE_01,27.12,,-78.3,False,
EVT_0008314,2024-01-10 08:43:35,DEV_0024,SITE_02,26.46,90.8,-999.0,False,
EVT_0008526,2024-01-09 09:52:51,DEV_0038,SITE_04,28.27,86.2,-39.9,False,
EVT_0001584,2024-01-13 09:53:12,DEV_0196,SITE_03,15.36,60.9,-74.7,False,
EVT_0001413,2024-01-10 05:12:07,DEV_0138,SITE_11,20.81,52.7,-62.9,True,temp_high
EVT_0007882,2024-01-08 16:12:32,DEV_0180,SITE_15,29.33,,-67.5,True,motion_detected
EVT_0010676,2024-01-12 22:11:05,DEV_0146,SITE_08,31.82,58.0,-60.5,False,
EVT_0002257,2024-01-10 16:29:20,DEV_0075,SITE_05,24.22,,-57.2,False,
EVT_0009040,2024-01-10 12:46:09,DEV_0014,SITE_14,36.08,47.9,-68.0,False,
EVT_0002213,2024-01-10 03:53:55,DEV_0175,SITE_15,36.88,67.9,-91.6,True,temp_high
EVT_0005604,2024-01-12 02:24:21,DEV_0056,SITE_01,33.04,7.6,-50.6,True,temp_high
EVT_0002623,2024-01-08 22:38:45,DEV_0196,SITE_03,31.35,7.8,-86.9,False,
EVT_0007932,2024-01-11 15:09:13,DEV_0025,SITE_13,24.3,78.0,-63.5,False,
EVT_0005418,2024-01-11 09:41:08,DEV_0139,SITE_10,37.12,46.4,-96.4,False,
EVT_0004939,2024-01-08 04:26:35,DEV_0125,SITE_10,15.47,35.6,-63.7,False,
EVT_0011770,2024-01-08 10:54:18,DEV_0113,SITE_12,21.41,,-55.9,False,
EVT_0003625,2024-01-08 14:55:29,DEV_0001,SITE_11,35.29,75.0,999.0,True,battery_low
EVT_0006392,2024-01-09 15:30:45,DEV_0116,SITE_06,24.61,59.6,-80.0,False,
EVT_0004268,2024-01-09 11:43:50,DEV_0041,SITE_09,24.42,,-91.4,False,
EVT_0010954,2024-01-13 21:48:21,DEV_0153,SITE_04,32.0,18.7,-33.0,True,motion_detected
EVT_0000464,2024-01-08 23:02:33,DEV_0019,SITE_07,19.86,32.7,-54.9,False,
EVT_0001755,2024-01-10 16:36:14,DEV_0011,SITE_10,43.56,45.9,-43.8,False,
EVT_0006861,2024-01-12 09:51:22,DEV_0124,SITE_13,43.63,91.0,-49.1,False,
EVT_0005639,2024-01-13 02:52:32,DEV_0027,SITE_14,43.9,88.0,-77.8,True,offline
EVT_0006579,2024-01-12 21:21:00,DEV_0189,SITE_07,30.45,48.9,-97.3,False,
EVT_0011007,2024-01-10 09:34:19,DEV_0159,SITE_06,36.36,40.0,-55.1,False,
EVT_0007504,2024-01-10 15:06:41,DEV_0020,SITE_10,28.03,13.8,-36.2,False,
EVT_0000379,2024-01-11 13:57:56,DEV_0177,SITE_03,21.12,48.0,-52.7,False,
EVT_0003107,2024-01-10 21:11:37,DEV_0003,SITE_07,31.12,66.6,-30.7,False,
EVT_0004804,2024-01-08 04:46:52,DEV_0030,SITE_15,38.79,74.8,-78.8,True,battery_low
EVT_0001336,2024-01-12 16:20:14,DEV_0150,SITE_12,19.67,46.2,-52.3,False,
EVT_0010734,2024-01-14 20:25:59,DEV_0167,SITE_07,24.01,68.4,-41.5,False,
EVT_0011824,2024-01-14 02:07:41,DEV_0149,SITE_05,41.41,35.9,-44.2,False,
EVT_0002717,2024-01-12 22:17:10,DEV_0108,SITE_14,15.48,11.0,-98.1,False,
EVT_0009590,2024-01-10 13:12:43,DEV_0046,SITE_04,40.34,48.0,999.0,False,
EVT_0010989,2024-01-08 22:28:27,DEV_0055,SITE_12,39.22,59.8,-94.1,False,
EVT_0007566,2024-01-14 04:40:00,DEV_0078,SITE_10,18.1,79.5,-36.3,False,
EVT_0008013,2024-01-14 01:48:45,DEV_0037,SITE_03,16.96,56.0,-999.0,False,
EVT_0008883,2024-01-12 06:34:45,DEV_0164,SITE_02,40.46,33.9,-94.1,False,
EVT_0007613,2024-01-12 06:47:02,DEV_0037,SITE_03,30.36,54.0,-35.9,False,
EVT_0001812,2024-01-10 12:53:45,DEV_0051,SITE_14,20.93,,-56.7,False,
EVT_0007466,2024-01-08 12:59:14,DEV_0076,SITE_09,18.24,,-30.3,False,
EVT_0006862,2024-01-11 20:23:06,DEV_0189,SITE_07,29.03,99.6,-65.1,False,
EVT_0001895,2024-01-08 19:27:17,DEV_0155,SITE_12,38.07,54.8,-95.3,False,
EVT_0011846,2024-01-13 11:20:52,DEV_0033,SITE_15,37.83,44.1,-91.5,False,
EVT_0010103,2024-01-14 10:26:58,DEV_0107,SITE_04,32.9,,-63.9,False,
EVT_0008654,2024-01-12 06:26:15,DEV_0128,SITE_04,32.43,39.9,-45.4,False,
EVT_0006748,2024-01-08 23:57:06,DEV_0002,SITE_03,35.15,17.2,-45.8,False,
EVT_0001190,2024-01-13 14:02:55,DEV_0133,SITE_01,40.18,66.7,-93.2,True,offline
EVT_0005195,2024-01-13 00:07:20,DEV_0073,SITE_05,28.29,68.9,-81.0,False,
EVT_0008140,2024-01-09 19:41:34,DEV_0003,SITE_07,39.78,57.7,-60.8,False,
EVT_0007031,2024-01-11 09:54:48,DEV_0055,SITE_12,18.99,,-42.1,False,
EVT_0006791,2024-01-12 19:07:59,DEV_0086,SITE_13,38.09,49.6,-47.3,False,
EVT_0003455,2024-01-12 20:56:01,DEV_0127,SITE_08,33.93,17.8,-72.6,False,
EVT_0007916,2024-01-13 02:02:03,DEV_0190,SITE_01,43.25,84.0,-95.9,False,
EVT_0007747,2024-01-09 13:51:35,DEV_0134,SITE_02,27.97,71.3,999.0,False,
EVT_0006744,2024-01-14 05:00:25,DEV_0108,SITE_14,16.46,48.7,-70.7,True,temp_high
EVT_0011871,2024-01-13 01:22:47,DEV_0122,SITE_12,18.06,,-73.9,False,
EVT_0009097,2024-01-12 09:02:43,DEV_0186,SITE_02,20.88,,-50.6,False,
EVT_0004614,2024-01-13 10:56:03,DEV_0168,SITE_08,40.69,44.6,-57.8,True,battery_low
EVT_0003993,2024-01-14 00:35:50,DEV_0027,SITE_14,42.19,,-32.8,False,
EVT_0011670,2024-01-09 08:54:12,DEV_0070,SITE_03,31.5,77.1,-56.5,True,offline
EVT_0001031,2024-01-09 00:03:46,DEV_0125,SITE_10,37.83,53.6,-46.3,False,
EVT_0006947,2024-01-09 21:02:59,DEV_0167,SITE_07,25.73,59.9,-43.9,False,
EVT_0002221,2024-01-08 14:15:31,DEV_0024,SITE_02,31.54,42.0,-32.8,False,
EVT_0003775,2024-01-13 10:12:11,DEV_0006,SITE_13,16.4,10.8,-47.4,False,
EVT_0008665,2024-01-12 18:21:47,DEV_0158,SITE_05,17.36,34.3,-80.3,True,motion_detected
EVT_0009453,2024-01-11 19:50:22,DEV_0069,SITE_14,16.41,84.5,-45.8,False,
EVT_0001756,2024-01-14 11:54:17,DEV_0071,SITE_03,39.43,52.7,-44.4,False,
EVT_0006388,2024-01-14 16:39:07,DEV_0028,SITE_09,16.34,87.9,-49.0,False,
EVT_0009233,2024-01-10 06:11:40,DEV_0194,SITE_01,33.39,36.1,-88.2,True,battery_low
EVT_0009677,2024-01-10 09:18:16,DEV_0033,SITE_15,32.1,30.8,-68.4,False,
EVT_0004328,2024-01-11 02:38:55,DEV_0133,SITE_01,34.12,89.3,-48.7,True,temp_high
EVT_0010420,2024-01-10 12:35:38,DEV_0104,SITE_04,19.72,72.0,-51.7,False,
EVT_0000111,2024-01-12 22:16:57,DEV_0176,SITE_11,23.92,44.5,-76.2,True,battery_low
EVT_0008167,2024-01-13 01:18:59,DEV_0039,SITE_11,34.68,36.6,-38.3,True,offline
EVT_0009050,2024-01-12 20:34:22,DEV_0193,SITE_11,18.88,8.5,-36.0,True,battery_low
EVT_0005732,2024-01-13 03:33:22,DEV_0031,SITE_02,20.09,63.6,-49.4,False,
EVT_0002918,2024-01-11 20:49:23,DEV_0050,SITE_08,44.02,20.6,-58.6,False,
EVT_0006415,2024-01-12 01:17:22,DEV_0116,SITE_06,15.44,65.3,-54.4,False,
EVT_0001516,2024-01-08 08:50:14,DEV_0114,SITE_14,33.66,80.4,-34.6,False,
EVT_0011522,2024-01-08 08:05:19,DEV_0122,SITE_12,33.24,79.2,-48.9,False,
EVT_0011238,2024-01-09 16:41:43,DEV_0073,SITE_05,32.48,11.3,-59.2,False,
EVT_0011717,2024-01-09 19:52:42,DEV_0087,SITE_07,28.04,,-83.5,False,
EVT_0003489,2024-01-10 16:38:22,DEV_0196,SITE_03,34.62,61.6,-42.9,False,
EVT_0002264,2024-01-13 00:14:09,DEV_0074,SITE_01,26.12,86.6,-82.9,False,
EVT_0007439,2024-01-08 07:07:11,DEV_0048,SITE_12,30.53,57.0,-68.1,True,battery_low
EVT_0006261,2024-01-10 05:09:10,DEV_0121,SITE_06,22.93,57.3,-89.7,False,
EVT_0010357,2024-01-09 21:34:03,DEV_0169,SITE_10,39.49,36.8,-68.2,False,
EVT_0010235,2024-01-10 09:13:13,DEV_0071,SITE_03,39.79,49.3,-85.8,True,temp_high
EVT_0000894,2024-01-12 01:58:32,DEV_0132,SITE_11,27.78,81.4,-73.2,False,
EVT_0001491,2024-01-11 22:00:37,DEV_0044,SITE_11,15.48,53.1,-79.3,False,
EVT_0001851,2024-01-10 09:40:06,DEV_0024,SITE_02,29.78,8.7,-97.6,True,offline
EVT_0008962,2024-01-12 06:08:14,DEV_0124,SITE_13,29.73,7.7,-91.8,False,
EVT_0010763,2024-01-13 07:07:02,DEV_0007,SITE_03,19.5,61.2,0.0,True,battery_low
EVT_0000325,2024-01-14 04:59:20,DEV_0002,SITE_03,44.98,58.3,-80.2,False,
EVT_0001216,2024-01-12 17:43:10,DEV_0065,SITE_10,36.1,12.1,-40.3,True,temp_high
EVT_0002934,2024-01-09 17:01:18,DEV_0062,SITE_06,42.03,5.5,999.0,False,
EVT_0004690,2024-01-14 11:04:45,DEV_0032,SITE_03,21.18,99.9,-55.6,False,
EVT_0009584,2024-01-09 16:15:30,DEV_0021,SITE_15,37.46,,-97.5,False,
EVT_0008761,2024-01-10 13:22:06,DEV_0199,SITE_15,20.22,69.3,-99.5,False,
EVT_0010468,2024-01-09 19:07:40,DEV_0092,SITE_09,20.63,67.9,-78.1,True,battery_low
EVT_0011196,2024-01-13 00:54:05,DEV_0146,SITE_08,30.19,58.9,-40.3,False,
EVT_0011862,2024-01-13 19:34:49,DEV_0086,SITE_13,39.23,69.8,-93.8,True,temp_high
EVT_0001130,2024-01-12 13:18:01,DEV_0108,SITE_14,41.69,20.3,-36.7,False,
EVT_0007164,2024-01-10 01:09:31,DEV_0016,SITE_03,40.87,83.1,-86.6,False,
EVT_0002919,2024-01-13 07:11:31,DEV_0002,SITE_03,23.68,39.1,-31.4,False,
EVT_0005970,2024-01-14 17:50:30,DEV_0116,SITE_06,42.21,96.3,-46.1,False,
EVT_0003085,2024-01-14 13:14:35,DEV_0185,SITE_08,19.29,71.9,-84.1,False,
EVT_0004589,2024-01-12 07:10:20,DEV_0151,SITE_12,19.16,57.0,-42.9,False,
EVT_0004305,2024-01-09 13:04:15,DEV_0113,SITE_12,28.31,35.4,-92.5,False,
EVT_0002796,2024-01-13 19:30:52,DEV_0005,SITE_12,26.96,69.7,-34.5,False,
EVT_0005946,2024-01-13 14:21:53,DEV_0097,SITE_06,44.74,13.1,-98.1,False,
EVT_0000799,2024-01-10 07:58:56,DEV_0186,SITE_02,29.08,60.8,-35.5,False,
EVT_0000735,2024-01-09 19:49:41,DEV_0062,SITE_06,37.39,44.0,-36.2,False,
EVT_0006076,2024-01-11 13:10:53,DEV_0188,SITE_06,42.66,10.5,-78.8,False,
EVT_0002245,2024-01-10 11:07:55,DEV_0080,SITE_11,18.46,22.9,-53.0,True,motion_detected
EVT_0000179,2024-01-09 19:22:09,DEV_0135,SITE_03,22.23,38.7,-94.5,False,
EVT_0011728,2024-01-13 01:56:05,DEV_0010,SITE_07,35.78,34.7,-94.3,False,
EVT_0009249,2024-01-12 05:25:07,DEV_0096,SITE_02,19.7,,-85.4,False,
EVT_0001175,2024-01-09 07:26:13,DEV_0164,SITE_02,43.96,90.4,-32.9,False,
EVT_0007086,2024-01-13 23:58:52,DEV_0056,SITE_01,33.89,5.6,-90.9,False,
EVT_0008463,2024-01-14 18:43:40,DEV_0035,SITE_15,23.54,30.0,-74.2,False,
EVT_0001832,2024-01-08 00:48:50,DEV_0013,SITE_14,34.86,65.5,-49.3,False,
EVT_0009860,2024-01-11 16:01:57,DEV_0063,SITE_11,22.81,78.1,-58.3,False,
EVT_0006422,2024-01-09 11:08:04,DEV_0124,SITE_13,33.09,62.3,-40.0,False,
EVT_0009797,2024-01-11 08:20:49,DEV_0049,SITE_09,15.03,38.3,999.0,True,motion_detected
EVT_0001782,2024-01-08 04:54:22,DEV_0027,SITE_14,29.11,75.1,-52.2,False,
EVT_0003202,2024-01-10 12:29:45,DEV_0197,SITE_07,34.55,10.5,0.0,False,
EVT_0000199,2024-01-10 22:36:39,DEV_0148,SITE_05,24.78,39.7,-86.0,False,
EVT_0010006,2024-01-10 10:18:54,DEV_0135,SITE_03,28.55,,-43.7,False,
EVT_0004088,2024-01-08 20:00:46,DEV_0020,SITE_10,35.7,,-37.0,False,
EVT_0005194,2024-01-14 23:13:27,DEV_0118,SITE_02,34.19,45.9,-58.4,False,
EVT_0000549,2024-01-10 04:05:54,DEV_0038,SITE_04,38.07,78.0,-56.1,True,offline
EVT_0003340,2024-01-08 07:18:21,DEV_0147,SITE_06,31.51,31.3,0.0,False,
EVT_0011506,2024-01-08 16:07:06,DEV_0069,SITE_14,22.01,50.0,-67.3,True,temp_high
EVT_0006844,2024-01-13 12:43:48,DEV_0074,SITE_01,24.79,65.1,-37.4,False,
EVT_0006806,2024-01-13 23:49:27,DEV_0085,SITE_04,20.42,35.4,-92.9,False,
EVT_0007108,2024-01-09 12:30:24,DEV_0107,SITE_04,36.72,51.8,-61.8,True,temp_high
EVT_0002533,2024-01-09 12:31:09,DEV_0092,SITE_09,21.54,84.4,-71.5,False,
EVT_0006093,2024-01-13 14:33:08,DEV_0153,SITE_04,16.65,64.8,-72.1,False,
EVT_0002315,2024-01-08 00:16:45,DEV_0173,SITE_12,16.28,52.7,-69.0,False,
EVT_0009016,2024-01-13 09:06:33,DEV_0157,SITE_13,27.66,72.3,-53.4,False,
EVT_0008727,2024-01-10 10:16:38,DEV_0110,SITE_14,38.09,67.8,-57.9,True,battery_low
EVT_0010058,2024-01-10 08:45:20,DEV_0055,SITE_12,26.96,16.8,-78.5,False,
EVT_0005956,2024-01-14 07:47:28,DEV_0101,SITE_13,33.47,57.9,-49.3,False,
EVT_0000067,2024-01-09 00:40:33,DEV_0034,SITE_02,24.29,82.3,-42.0,False,
EVT_0005128,2024-01-11 22:06:07,DEV_0092,SITE_09,24.27,28.6,-66.8,False,
EVT_0004713,2024-01-13 14:10:00,DEV_0072,SITE_06,21.41,43.1,-35.9,False,
EVT_0005215,2024-01-11 21:52:33,DEV_0176,SITE_11,36.05,8.2,-94.2,False,
EVT_0003261,2024-01-10 00:35:00,DEV_0039,SITE_11,26.03,68.0,-88.9,False,
EVT_0005034,2024-01-14 00:00:09,DEV_0071,SITE_03,44.9,85.5,-64.8,False,
EVT_0002573,2024-01-11 06:13:45,DEV_0137,SITE_12,24.46,72.0,-51.6,True,battery_low
EVT_0008345,2024-01-09 16:11:49,DEV_0063,SITE_11,29.31,46.1,-74.5,False,
EVT_0008779,2024-01-09 18:15:13,DEV_0152,SITE_01,38.54,20.8,-79.5,False,
EVT_0000623,2024-01-11 00:59:28,DEV_0147,SITE_06,38.32,65.8,-53.5,True,motion_detected
EVT_0001682,2024-01-13 04:34:42,DEV_0014,SITE_14,33.84,46.5,-90.2,False,
EVT_0000788,2024-01-10 05:54:37,DEV_0055,SITE_12,17.35,69.0,-98.7,False,
EVT_0003333,2024-01-09 23:08:15,DEV_0172,SITE_12,26.61,43.1,-67.3,False,
EVT_0006930,2024-01-10 22:40:41,DEV_0107,SITE_04,42.77,29.1,-66.8,False,
EVT_0010022,2024-01-10 18:42:59,DEV_0192,SITE_03,30.4,95.9,-38.4,False,
EVT_0010671,2024-01-12 18:01:52,DEV_0097,SITE_06,21.04,14.3,-71.1,True,temp_high
EVT_0003281,2024-01-09 20:43:42,DEV_0161,SITE_12,39.09,,-38.4,False,
EVT_0008977,2024-01-11 13:19:02,DEV_0144,SITE_08,24.49,21.9,-70.5,False,
EVT_0011122,2024-01-09 21:00:57,DEV_0031,SITE_02,28.97,,-46.0,False,
EVT_0008268,2024-01-14 19:14:33,DEV_0146,SITE_08,36.09,64.5,-34.4,False,
EVT_0006089,2024-01-08 09:51:46,DEV_0049,SITE_09,37.51,63.8,-81.5,False,
EVT_0010549,2024-01-10 01:50:40,DEV_0137,SITE_12,24.66,66.4,-97.5,False,
EVT_0000516,2024-01-14 18:54:23,DEV_0124,SITE_13,20.94,58.3,-63.3,False,
EVT_0000479,2024-01-14 11:49:16,DEV_0013,SITE_14,15.66,16.9,-99.4,False,
EVT_0009867,2024-01-14 04:31:14,DEV_0153,SITE_04,42.26,61.9,-999.0,False,
EVT_0006381,2024-01-11 06:13:48,DEV_0191,SITE_08,21.38,10.6,-71.6,True,temp_high
EVT_0008349,2024-01-14 22:39:25,DEV_0196,SITE_03,37.18,81.7,-51.2,False,
EVT_0002648,2024-01-10 16:54:12,DEV_0040,SITE_04,28.76,91.4,-71.6,False,
